"V1";"V2"
-1,19541543571428;-0,623195846304484
-1,56491216440479;-1,30145098568384
-1,96984477479981;-0,594666836514858
-0,816860775133923;-0,619151961208378
-1,47040432742677;-0,985250353964318
-1,53689687463053;-1,81945751503189
-1,41410186606991;-1,55852315154902
-2,2583836359814;-1,28800147525058
-1,82369326861757;-1,164678063
-1,22604735429943;-0,135925959046107
-1,19579597229748;-0,836319857208561
-1,70918566751942;-1,50322871589313
-1,74032471440275;-1,65202935367643
-1,64428732500438;-1,28575702179103
-1,20263941794116;-1,28991977217822
-1,58416552104075;-1,33784686623235
-1,37872463402695;-1,0545693133973
-2,02143087464336;-1,54288291226076
-1,11918156249255;-0,97626982038811
-1,4152399403338;-1,69039016667635
-1,06242397506442;-1,25793277187194
-1,07670424402038;-1,00114661865236
-1,40572140626035;-1,10530956312113
-1,32648880110546;-0,818993722890231
-1,23793894859025;-1,18658947714936
-1,92129094522737;-0,947280003736742
-1,43353946700233;-0,69881723991359
-1,8442323170034;-1,45711135719483
-1,07704613880889;-1,71047547192173
-1,32242077768355;-1,1422742385776
-0,936042837517154;-1,26281472368191
-1,8849919140152;-1,39391791112332
-1,07700081602329;-1,34715074708537
-1,89611706110351;-1,43940702214938
-1,0737194026129;-0,852044092180068
-1,3728316324178;-0,670588089385163
-0,445291963950157;-0,738768961964899
-1,32200597892704;-1,34553012297302
-1,40927143646162;-0,633716387443646
-0,76420293707198;-1,28143987982749
-1,3083470716912;-0,41195485685575
-1,28872524663174;-0,922893819550503
-0,790721461974731;-1,35546197873149
-1,70409547332319;-1,51732743626866
-0,999781010847274;-1,66010153085773
-1,33131320677377;-1,61700392587923
-1,59257607426936;-1,82962886436521
-1,22908394583404;-0,668614065180371
-1,65265406296231;-0,807104269059474
-1,4473775660099;-1,25923910439047
-1,90079683304726;-1,04863094395597
-1,18330226536733;-1,3229909853541
-1,01719337057616;-0,120257836218075
-1,52402945525504;-1,50166232710468
-1,33935819835653;-1,18563802585765
-1,30585588239808;-1,05545795118078
-1,57001748674811;-0,898354380595811
-1,56610549878191;-1,23589127913959
-1,41061906303927;-2,11136310673096
-1,61609489891436;-1,70151922119404
-1,65601306754014;-1,00911346836025
-1,68241345147265;-1,16693081017588
-1,72650215916952;-1,56367972658849
-1,83595272056088;-1,21165017839168
-1,35880378556357;-1,51004011146102
-1,25753603251363;-1,05882016384006
-0,994967960805965;-1,77043956540436
-1,32507917023395;-1,00603533589709
-1,09518099553843;-1,05619573819766
-1,54152891405834;-1,13435209145784
-1,33801784964567;-1,15404084486016
-1,21840461276623;-1,05238629436174
-1,07840276707842;-1,43921002741026
-1,42461257617124;-1,21307713734558
-1,20513524951188;-0,878767794621017
-0,984405537584349;-0,692330087918865
-0,934003602171224;-1,10085592056281
-1,77171517200333;-1,21247315427932
-1,17844546039261;-1,55148162549907
-1,15011486202455;-1,77576929837763
-1,30703452080716;-1,50240938998357
-1,21248745035615;-0,626982008611853
-1,25626740555736;-0,832671316109813
-1,30008897797182;-1,25590453827907
-1,20320890022343;-1,3435229868172
-1,03944925812503;-1,34103470153371
-1,64275769553017;-0,736709044520744
-1,36805660430071;-1,27991697233193
-0,922745368255485;-0,626155859578938
-1,67325169280595;-0,886220169973227
-0,823996243972719;-0,607678476521639
-1,27048468097662;-1,53491936357537
-1,30842421141579;-1,15864399822409
-1,09132851386936;-1,53816709717586
-1,50031025785816;-0,907737129619866
-0,902196389485227;-1,1111219456522
-1,91114509543873;-1,2826466795177
-1,52690987314131;-0,540810118135747
-1,97137630326065;-1,06447257159362
-1,61923793354694;-0,736898085225773
-0,84135324446916;-0,828524163071688
-1,62038842234733;-1,49373997256002
-1,55405742849132;-1,42511722970412
-1,74669677748696;-1,14233649469896
-1,76293365472366;-1,64465810229978
-1,55723147633854;-0,916076777021716
-1,61503154211369;-1,70883234976002
-1,21072691129492;-0,468486140671762
-1,93279216676209;-1,37591078047372
-0,81593790483734;-0,445930138967645
-0,777033953532123;-1,33827752432958
-0,973474331479054;-1,57718248335429
-1,70779193161556;-1,15138342469345
-1,03483899913955;-1,15049037221854
-1,27622089657009;-1,87930792761026
-1,43195097881161;-0,712482530882644
-1,24294441571459;-1,6400544191295
-0,708945916941704;-1,01897738836648
-1,79382515703432;-0,951040996611869
-1,37872634017375;-1,10329665595497
-1,58128580708403;-1,21291634855362
-1,40599054353645;-1,07784628964121
-1,22748379223928;-1,61832789552439
-1,43844477915053;-1,5050229427513
-1,67636602686302;-1,63756451873207
-0,90182254463142;-0,487843629567515
-1,01835246967009;-0,52295718760741
-1,83851286047032;-1,05012126586282
-1,10225847856895;-1,68841102978464
-1,4095446273735;-1,16380585094351
-0,928013352906184;-0,517044592976572
